,NX035,NX026,NX030,NX020,NX023,NX034,NX031,NX022,NX032,NX025,NX036,NX019,NX029,NX021,NX033,NX027,NX037,NX038,NX028,NX024
HERPUD2,-0.19,0.33,-0.13,0.01,NA,0.13,-0.06,-0.93,0.39,-0.15,0.18,-0.88,0.07,-0.04,0.67,0.11,0.05,0.36,-0.17,0.33
HES1,-0.19,1,-0.33,-0.07,-0.77,-0.4,-0.22,-0.04,-0.46,0.15,-0.02,-0.5,-0.19,0,-0.52,0.06,-0.79,0.27,NA,0.15
HEXA,-0.15,0.04,0.14,0.01,0.16,-0.11,-0.16,-0.31,-0.25,-0.31,-0.04,-0.76,0.24,0.03,-0.2,0.1,-0.26,-0.18,0.05,-0.12
HEXB,-0.54,-0.72,-0.14,0.08,-0.26,-0.44,-0.54,-0.22,-0.6,-0.43,-0.47,-0.63,-0.24,-0.18,-0.54,-0.08,-0.51,-0.37,-0.26,-0.19
HEXDC,0.37,0.35,0.4,0.08,-0.02,-0.04,0.01,0.02,0.34,-0.04,-0.04,1.23,0.1,-0.04,-0.43,0.19,0.13,-0.21,0.32,0.18
HEXIM1,0.1,-0.3,0.32,0.19,0.25,0.25,-0.01,0.08,0.32,0.64,0.14,-0.12,-0.27,0.6,0.12,0.22,0.3,0.18,0.38,0.44
HEXIM2,0.19,0.92,0.07,1.07,0.35,-0.05,-0.16,0.73,-0.31,-0.17,-0.4,0.35,0.15,0.38,-0.05,0.26,-0.32,0.69,0.31,0.18
HFE,0.44,NA,NA,NA,-0.49,-0.36,NA,NA,-0.16,NA,NA,0.13,0.66,-0.37,0.03,-0.1,-0.19,NA,NA,0.13
HGD,-0.04,-0.04,-0.38,-0.72,-0.75,0.85,0.94,-0.51,0.9,-0.44,1.94,-0.51,-0.44,-0.64,1.59,-0.5,0.44,0.58,-0.75,-0.65
HGF,-0.04,-2.62,-0.15,0.25,-0.94,-0.42,NA,0.35,0.11,0.47,NA,1.04,-0.07,0.34,-1.04,-0.72,-0.85,0.14,-0.13,0.08
HGFAC,1.15,0.22,0.33,0.51,0.45,0.58,0.55,0.65,0.8,0.54,0.02,0.48,0.19,0.39,0.39,0.1,0.74,0.39,0.07,0.2
HGH1,0.13,0.02,-0.12,-0.01,-0.25,-0.11,-0.16,0,-0.22,0.07,-0.13,0.16,-0.21,-0.04,0.05,-0.05,-0.15,-0.26,0.05,-0.01
HGS,0.02,0.03,0.07,0.07,0.13,0.12,0.1,0.21,0.12,0.22,0.21,0.33,-0.08,-0.04,0.45,0,0.13,0.09,0.11,0.03
HGSNAT,-0.04,-0.19,-0.06,-0.45,-0.51,NA,0.63,-0.1,0.89,NA,0.91,1.51,0.22,0.74,0.61,-0.54,0.61,0.54,0.41,0.48
HHIP,-0.22,NA,NA,3.08,NA,NA,NA,0.45,NA,-1.5,NA,NA,-0.68,-0.25,0.03,-1,NA,-0.78,NA,-0.6
HIBADH,0.05,0.04,0.27,0.34,-0.31,-0.2,0.1,0.16,-0.1,-0.19,-0.11,0.63,0.33,0.22,-0.14,-0.06,0.1,-0.04,-0.13,-0.12
HIBCH,-0.44,-0.32,0.24,0.45,-0.53,-0.55,-0.05,-0.27,-0.45,-0.39,-0.29,0.15,0.38,0.34,-0.36,-0.33,-0.13,-0.14,-0.19,-0.13
HIC1,0.48,1.01,1.11,0.68,0.39,0.18,0.77,0.97,-0.14,1.56,-1.65,1,0.37,0.85,-0.26,0.48,-0.35,-0.14,1.21,1.32
HID1,-0.47,-0.44,-0.21,-0.29,-1.06,-0.35,-0.57,-0.45,-0.24,-0.5,0,-0.83,0.07,-0.25,0.07,-0.39,-0.33,-0.27,-0.3,-0.48
HIF1A,-0.58,0.35,-0.13,-0.89,NA,0.33,-0.68,-0.28,0.19,NA,-0.45,-2.56,-0.15,-0.28,0.26,0.05,0.32,-0.2,0.47,-0.19
HIF1AN,-0.04,-0.28,0.27,-0.14,0.19,0.01,0.1,0.15,0,-0.21,0.07,0.31,0.07,-0.12,-0.05,0.03,-0.04,0.04,0.14,0.15
HIGD1A,1.47,0.25,-0.82,6.86,-0.44,-0.79,0.27,-0.88,0,0.35,0.38,0.45,0.08,-0.48,-0.28,0.64,0.1,6.81,-0.37,0
HIKESHI,-0.12,-0.14,0.23,0.31,0,0.13,-0.01,0.27,-0.06,0.54,-1.04,0.41,-0.39,0.43,0.31,0.04,0.17,0,-0.35,0.12
HILPDA,-0.47,-0.39,-0.45,NA,NA,-0.9,-0.41,NA,-0.46,NA,-0.06,-0.4,-0.39,-0.43,0.06,-0.57,-0.03,NA,0.38,-0.53
HINT1,-0.13,-0.04,-0.3,0.19,-0.48,0.11,0,0.15,0.21,0.11,0.25,0.33,-0.04,-0.22,0.06,-0.12,0.08,0.07,-0.18,-0.12
HINT2,0.09,-0.51,0.16,0.79,-0.38,-0.08,0.1,-0.16,-0.09,-0.35,0.07,0.24,0.45,0.39,-0.02,0.07,0.22,0.36,0.18,-0.26
HINT3,-0.2,-0.44,0.02,0.09,0.16,-0.32,-0.13,-0.16,-0.23,0.15,-0.05,-0.44,-0.28,-0.04,-0.02,-0.22,-0.12,-0.12,-0.55,-0.08
HIP1,0.2,-0.11,0.14,0.22,0.13,0.13,0.12,0,0.12,0.23,0.12,-0.41,0.35,0.06,0.11,0.1,0.02,0.26,0.24,0.09
HIP1R,-0.27,-0.35,-0.22,-0.38,-0.13,0.27,-0.16,-0.58,0.39,-0.14,0.33,-0.98,-0.08,-0.38,0.26,-0.17,0.15,0.08,-0.51,-0.38
HIPK1,0.17,-1.49,0.15,0.4,-0.2,-0.05,NA,0.32,NA,0.37,NA,NA,0.13,0.29,0.06,0.41,-0.25,0.68,-0.02,0.1
HIPK2,-0.31,-0.27,0.2,0.98,-1.5,-0.09,-0.83,-0.88,-0.12,-0.2,-1.15,NA,1.54,-0.54,-0.19,0.15,0.61,-1.75,-0.32,0.08
HIRA,0.03,0.3,0.07,0.05,0.05,0.18,0.31,-0.17,0.09,-0.09,0.27,-0.39,0.19,0.19,0.13,0.16,-0.04,-0.03,0.15,0.2
HIRIP3,0.12,-0.5,-0.03,0.48,0.17,0.02,0.08,0.14,-0.25,-0.62,0.04,1.18,0.19,-0.12,-0.05,0.2,0.27,0.2,0.4,-0.07
HIST1H1A,-0.39,-0.56,0.7,-0.35,1.65,-1.74,NA,0.98,0.36,NA,NA,0.65,-0.55,NA,-0.06,2.49,0.24,1.31,NA,NA
HIST1H1B,-1.13,-0.39,-1,-0.11,-0.69,-1.47,-1.39,-0.06,-0.16,-1.13,-1.23,-1.96,0.26,-1.58,-0.88,0.52,-0.89,-0.66,-0.83,-0.92
HIST1H1C,-0.85,-0.38,0.04,1.61,-0.38,-1.71,0.28,1.45,-0.26,-0.22,-0.41,2.03,-0.09,-0.57,-1.28,0.81,-0.81,-1.2,-0.36,0.05
HIST1H1E,-0.73,-1.2,-0.61,1.06,-0.53,-0.99,-0.15,0.87,-0.8,-0.77,-0.47,1.87,-0.02,-0.48,-1.42,0.2,-0.19,-0.06,-0.25,-1.85
HIST1H2AA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,18.39,NA,NA,NA,0.61,NA,NA,NA,NA,NA
HIST1H2AB,0.72,-0.56,-0.03,0.6,0.15,0.4,0.83,0.01,0.48,0.11,-0.07,1.23,-0.21,0.31,0.02,-0.51,0.5,1,0.27,0.55
HIST1H2BL,0.56,0.61,0.21,-1.73,0.3,0.83,0.32,-0.22,0.88,0.16,0.36,-1.25,0.4,0.31,-0.1,-1.13,1.15,1.42,0.58,-0.85
HIST1H3A,0.33,0.93,0.48,1.45,-0.12,0.03,0.72,3.95,0.79,0.37,0.5,1.05,0.67,-0.21,-0.64,0.84,0.24,0.22,0.73,0.5
HIST1H4A,0.11,0.79,0.96,0.9,0.45,-0.08,0.05,1.27,0.24,0.31,0.22,1.31,1.09,0.54,-0.15,0.89,0.26,0.31,0.7,0.67
HIST2H2AA3,0.02,0.37,-0.4,0.69,-0.39,-0.25,-0.12,0.33,-0.25,-0.12,-0.31,1.14,0.11,-0.43,-0.27,0.67,-0.17,-0.34,0.35,0.38
HIST2H2AB,-0.15,0.19,0.25,0.18,0.51,0.06,0.36,-0.24,-0.01,-0.01,-0.27,0.73,-0.43,0.34,-1.18,-0.43,-0.81,0.23,-0.37,0.61
HIST2H2BE,0.08,0.34,0.1,-0.52,0.11,-0.25,0.28,-0.33,0.42,-0.17,0.2,-0.42,0.2,0.24,-1.3,-0.94,0.05,0.27,0.54,-0.52
HIST2H3A,0.23,0.99,3.61,0.77,0.03,0.25,0.83,NA,-0.73,1.16,0.66,0.85,0.41,-0.11,-0.45,0.89,-0.11,-0.04,5.14,1.31
HIST2H3PS2,0.28,0.31,0.74,2.01,-0.24,-0.82,-0.36,1.8,0.34,0.45,-0.58,1.6,1.01,0.13,-0.11,0.75,0.43,-0.29,1.05,0.78
HIVEP1,-0.58,-0.05,-0.3,-1.05,-0.13,-0.12,-2.03,0.42,-0.31,-0.18,-2.42,-0.07,-0.08,-0.04,-0.43,-0.33,-0.55,-1.05,0.17,0.19
HIVEP2,-0.74,0.92,0.03,0.04,-0.77,0.15,0.06,0.06,0.08,0.09,-0.28,0.01,-0.29,0.01,-0.26,-0.51,-0.35,-0.06,-0.05,0.24
HIVEP3,NA,NA,0.81,-0.88,-0.77,NA,NA,0.2,NA,0.26,NA,-0.08,0.7,NA,0.32,NA,0.29,-1.23,NA,NA
HJURP,NA,NA,NA,-0.59,-0.08,NA,-2.13,NA,NA,NA,-2.65,-0.72,-0.16,NA,-0.55,NA,NA,-0.66,-6.08,NA
HK1,-0.35,-0.1,-0.14,-0.3,0.05,-0.24,-0.25,-0.31,-0.14,-0.29,0.04,-0.58,-0.24,-0.17,0.03,-0.21,-0.18,-0.08,-0.34,-0.42
HK2,-1.23,-0.42,-0.73,-0.94,-0.41,-1.11,-0.89,-0.7,-1.23,-0.78,-0.77,-0.75,-0.41,-1.19,-0.72,-0.86,-0.96,-0.87,-0.38,-0.92
HK3,-0.87,-0.22,-0.93,-0.91,-0.22,-0.72,-0.65,-0.6,-0.3,-0.49,-0.45,-0.42,-0.05,-1.3,-0.28,-0.04,-0.59,-0.69,-0.69,-0.47
HKDC1,-0.53,0.19,-0.75,-0.88,-0.68,-0.56,0.37,-0.56,-0.41,0.08,0.61,-0.55,-0.67,-0.54,0.56,0.2,-0.16,-0.56,-0.79,-0.57
HLA-A,-0.45,0.58,-1.13,0.17,0.65,0.89,-1.87,-0.18,1.13,-0.21,0.28,0.41,0.08,-1.87,0.01,0.24,0.4,0.59,-0.08,-0.3
HLA-B,0.61,-0.93,-0.4,-0.13,2.22,1.58,-0.92,-0.38,1.78,0,-2.86,-0.64,0.35,-0.35,-0.7,0.5,0.76,0.54,-0.83,-0.42
HLA-C,-0.15,0.24,-1.09,-0.11,1.58,0.41,-1.09,-0.14,0.25,-0.85,-1.15,-0.21,-0.19,-0.97,-0.55,0.27,0.55,0.29,0.13,-0.61
HLA-DMA,-0.42,0.39,-1.48,-0.28,-0.09,-0.17,-1.08,-0.28,-0.04,-0.43,-0.05,-3.72,0.48,-0.66,-0.84,0.28,-0.02,-0.2,-0.76,0.01
HLA-DMB,-0.58,-0.1,-0.69,-0.23,-0.15,-0.16,-0.46,-0.28,-0.03,-0.65,0.46,-0.98,0.23,-0.46,0.05,-0.26,0.12,-0.03,-0.28,-0.34
HLA-DOB,NA,NA,-0.62,NA,-0.26,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA
HLA-DPA1,-0.24,0.35,-0.41,-0.42,-0.2,-0.1,-0.44,-0.1,0.37,0.57,-0.4,-0.53,-0.08,-0.85,-0.56,0.11,-0.04,-0.03,-0.3,0.07
HLA-DPB1,-0.82,-0.17,0.29,-0.03,0.49,0.07,-0.42,-0.24,0.34,0.1,-0.35,-0.08,0.02,-1,-0.55,-0.02,-0.14,-0.25,-0.69,0.11
HLA-DQA1,-1.21,0.88,-0.91,-0.41,-2.29,-0.46,-0.12,-1.93,0.1,0.12,-0.11,-0.6,-0.08,-0.65,-0.84,-0.4,0.65,-0.11,NA,0.77
HLA-DQB1,-0.6,-0.24,-0.74,-0.19,-1.12,-0.18,-0.6,-0.65,0.19,-0.57,-0.18,-0.27,0.06,-0.98,-1.04,-0.07,-0.08,-0.12,-0.38,0.53
HLA-DRA,-0.84,0.27,-1.05,-0.42,-0.31,-0.36,-0.7,-0.31,-0.22,0.05,-0.76,-0.34,-0.14,-0.63,-0.92,0.08,-0.46,-0.44,-0.06,-0.18
HLA-DRB1,-1.1,0.35,-0.75,-0.55,0.19,-0.27,-0.65,-0.02,-0.03,-0.34,-0.43,0.14,0.15,-0.86,-1.14,-0.56,-0.48,-0.18,-0.24,-0.55
HLA-DRB3,-0.32,0.16,-0.39,0.13,1.17,0.59,-0.05,0.48,-0.02,-0.92,-0.71,-0.42,-0.2,0.18,-1.12,0.12,0.02,0.24,-1.63,0.69
HLA-DRB4,-0.76,1.25,-0.12,-1.67,0.34,-0.75,-0.9,0.38,-1.55,0.08,-0.17,0.77,-0.08,0.17,0.23,0.84,-2.75,-0.97,0.25,0.63
HLA-DRB5,-1.07,1.24,-1.28,-0.43,0.33,0.76,NA,-0.46,1.17,-0.46,NA,NA,-0.23,-1.06,-1.36,-0.54,0.65,0.04,1.49,-0.94
HLA-E,-0.25,0.35,0.23,-0.75,0.53,0.28,0.3,0.13,0.22,0.14,0.38,0.58,-0.01,0.12,0.55,0.11,0.64,0.26,0.02,0.65
HLA-F,-0.03,-0.02,-0.8,-0.35,0.56,0.28,-0.25,-0.74,0.35,0.43,0,0.61,0.02,-0.25,0.13,0.64,0.2,-0.01,-0.09,0.63
HLCS,-0.18,-0.16,-0.23,0.03,-0.08,-0.4,-0.4,-0.09,-0.29,-0.37,-0.45,-0.53,-0.08,-0.03,-0.51,-0.17,-0.31,-0.45,-0.06,-0.15
HLTF,-0.4,-0.35,-0.45,-0.24,-0.4,-0.41,-0.5,-0.57,-0.54,-0.6,-0.69,-0.31,-0.1,-0.47,-0.73,-0.15,-0.64,-0.49,-0.02,-0.59
HM13,0.17,0.33,0.18,-0.46,0.18,0.71,0.49,-0.2,0.87,-0.01,1.07,-0.87,-0.28,0.23,0.57,0,0.32,0.7,-0.18,-0.08
HMBOX1,-0.04,-0.2,0.32,0.45,0.21,0.23,0.18,0.64,0.13,0.29,0.13,0.86,0.07,0.36,0.36,-0.16,0.38,0.3,0.29,-0.01
HMBS,0.35,1.08,0.25,0.23,0.18,0.14,0.01,0.41,0.18,0.63,0.07,-1.14,0.16,0.28,0.18,0.19,0.26,0.11,0.64,0.22
HMCES,-0.01,-0.43,0.17,-0.21,-0.15,-0.02,-0.14,-0.2,-0.17,-0.15,-0.42,0.22,0.13,-0.11,-0.38,-0.02,-0.26,0.02,-0.07,-0.06
HMCN1,-0.15,0.07,-0.41,-0.07,-0.43,-0.63,-0.42,-0.32,-0.83,-0.36,-0.57,-0.27,-0.02,-0.39,-0.77,-0.06,-0.42,-0.5,-0.01,-0.3
HMCN2,-0.83,0.14,-0.03,0.27,NA,-0.39,-0.22,NA,-0.75,0.39,-0.6,-1.76,-1.06,0.19,-1.43,-0.71,0.07,0,0.9,0.09
HMG20A,0.51,-0.05,0.58,0.31,-0.07,0.16,0.2,0.02,-0.27,0.2,0.06,-0.17,0.18,0.67,-0.21,0.27,0.04,0.14,0.47,0.14
HMG20B,0.47,-0.01,0.3,0.23,0.34,0.32,0.4,0.49,0.41,0.7,0.24,0.39,0.47,0.52,0.32,0.41,0.16,0.24,0.32,0.45
HMGA1,-0.68,-0.01,0.02,-0.16,0,-0.44,-0.42,-0.12,-0.16,0.43,-0.57,-0.33,-0.56,-0.73,-0.88,0,-0.93,-0.63,-0.73,0.16
HMGA2,-0.39,-0.97,0.08,2.65,0.12,-1.4,-0.33,-0.1,-1.66,-0.87,0.28,-1,-0.27,-0.01,-1.3,0.16,-0.45,-0.81,-0.66,-0.01
HMGB1,0.43,-0.09,0.22,0.13,0.18,0.1,0.33,0.23,0.05,0.12,-0.29,0.76,0,0.34,-0.35,-0.41,0.22,0.21,0.07,0.31
HMGB2,0.16,-0.27,0.37,0.13,0.87,0.11,0.42,0.56,0.22,-0.13,-0.34,1.98,0.33,0.39,0.03,0.31,0.33,0.09,0.49,0.4
HMGB3,-0.1,0.03,0,-0.05,-0.23,0.18,0.2,-0.19,-0.07,-0.17,-0.16,-0.72,0.29,0.25,0,0.24,-0.1,-0.22,0.21,-0.28
HMGCL,0.02,-0.04,0.38,0.32,-0.12,0.34,0.18,-0.35,0.38,-0.36,0.46,-0.37,0.04,0.14,0.45,0.02,0.21,0.2,-0.03,-0.22
HMGCR,1.07,-0.41,-0.99,NA,0.02,0.53,1.17,-0.14,-0.07,-0.83,1,0.01,0.16,-0.21,1.17,0.01,-0.28,NA,0.17,-0.94
HMGCS1,-0.24,0.16,-0.73,-1.18,-0.24,-0.85,-0.46,-0.86,-1.11,-0.76,-0.76,-1.85,-0.23,-0.79,-0.51,-0.27,-0.96,-1.16,-0.56,-1.06
HMGCS2,NA,-1.13,-2.82,-1.33,-1.25,NA,-0.01,-0.99,NA,NA,-1.87,-1.53,-1.19,-1.76,-1.12,NA,NA,-1.14,0.16,-1.75
HMGN1,0.13,-0.18,0.29,0.5,0.03,-0.54,-0.06,-0.65,-0.54,-0.77,-0.78,0.73,0.12,-0.22,-0.67,-0.02,-0.68,-0.02,-0.13,-0.05
HMGN2,0.19,-0.41,-0.26,0.72,-0.18,0.4,0.22,0.29,0.03,-0.57,-0.04,1.87,-0.01,0.44,-0.27,0.25,-0.48,0.25,0.1,0.18
HMGN3,-0.9,-0.51,0.35,0.09,-0.45,-0.41,0.13,0.22,-0.47,-0.53,-0.71,1.27,-0.32,0.64,-0.42,-0.53,-0.45,-0.46,0.19,-0.1
HMGN4,-0.01,0.31,0.93,1.23,1.09,-0.54,-0.07,1.35,-0.43,0.75,-0.17,1.75,-0.05,0.5,-0.43,-0.37,0.1,-0.13,0.62,0.92
HMGN5,0.01,-0.22,0.33,0.6,-1.08,-0.11,0.29,0.28,-0.19,-0.45,-0.46,1.1,0.38,0.3,-1.01,-0.43,-0.08,0,0.41,0.08
HMGXB3,0.63,0.66,NA,-0.16,0.42,-0.07,-0.05,0.03,-0.12,0.21,0.28,0.45,-0.01,1.19,-0.26,0.48,-0.01,-0.14,0.94,1.43
HMGXB4,0.13,0.16,0.33,0.18,-0.04,-0.09,0.18,-0.11,0.13,3.61,-0.21,0.05,0.09,0.34,-0.3,-0.1,-0.26,-0.02,0.19,0.27
HMMR,-0.09,0.1,-0.8,-0.49,0.03,0.19,-0.74,-0.37,-0.9,1.19,-0.55,-0.43,-0.08,-0.39,-0.28,-0.11,-1.13,-0.65,-0.05,-0.53
HMOX1,0.46,1.52,-0.41,-0.83,0.1,0.23,-0.11,-0.06,0.23,1.78,0.08,-0.39,-0.19,0.06,0.55,0.55,-0.11,0.07,1.16,0.46
HMOX2,0.01,-0.02,-0.22,-0.48,-0.06,-0.17,0.15,-0.31,0.22,0,0.12,-0.32,-0.02,-0.23,0.5,0,0.07,-0.17,-0.07,-0.4
HMX3,NA,NA,-3.78,2.11,1.28,-0.38,-2.15,0.5,-1.69,1.08,-1.33,1.19,0.14,-0.18,-1.57,NA,-0.45,-2.24,1.2,-0.79
HNF1B,0.2,0.05,-0.54,0.16,-0.59,1.06,0.45,-0.11,0.92,-0.09,1.34,-2.73,0.36,-0.21,1.09,0.19,-0.15,0.87,-0.74,-0.33
HNF4G,0,NA,0.5,-0.22,-2.74,-0.44,NA,-0.85,-0.46,NA,NA,0.14,NA,-0.19,-0.16,-0.29,0.8,-0.39,NA,-0.29
HNMT,-0.21,0.06,0.92,0.71,0.55,0.96,0.04,0.48,0.62,0.16,1.35,0.07,0.08,0.1,1.33,-0.23,1.06,0.9,0.13,0.05
HNRNPA0,0.28,0.15,0.55,0.84,-0.03,0.3,0.25,0.35,0.12,0.09,-0.02,0.13,0.02,0.24,-0.23,0.28,-0.01,0.28,0.3,0.33
HNRNPA1,0.06,0.17,0.28,0.39,-0.02,0.13,0.12,0.15,-0.03,0.11,0.09,0.15,-0.03,-0.07,-0.25,0.27,-0.09,0.18,0.24,0.21
HNRNPA1L2,0.07,-0.67,0.2,-0.16,0.58,0.24,-0.01,0.07,0.16,0.57,-0.81,0.44,-0.04,0.15,0.57,-0.01,0.34,0.47,0.81,0.34
HNRNPA2B1,0.12,0.16,0.14,0.21,0.02,0.26,-0.01,0.07,0.15,0.09,-0.13,0.39,0.14,0.09,-0.13,0.05,0.07,0.1,-0.06,0.31
HNRNPA3,0.12,-0.25,0.28,0.71,0.22,0.34,0.36,0.37,0.13,0.38,0.22,0.61,0.08,0.05,0.1,0.21,0.36,0.33,0.45,0.27
HNRNPAB,0.02,-0.12,0.01,-0.12,0.13,0.08,-0.1,-0.08,-0.13,0.11,-0.09,0.17,-0.03,0.18,-0.12,0.02,-0.04,-0.12,0.23,0.17
HNRNPC,-0.03,0.01,0.09,0.03,0.06,-0.01,-0.03,0.06,-0.17,0.08,-0.31,0.37,-0.02,-0.06,-0.18,0,-0.22,0.15,0.25,0.05
HNRNPCL1,NA,-0.11,0.49,-0.02,-1.84,0.82,NA,-0.49,0.61,-0.14,NA,NA,0.28,0.25,0.12,-1.17,NA,-0.02,0.86,-0.18
HNRNPD,0.08,-0.15,0.06,0.45,-0.23,0.22,0.29,0.32,0.03,0.01,-0.02,0.38,-0.03,0.05,-0.13,0.17,0.17,0.15,0.1,0.21
HNRNPDL,0.25,-0.06,0.31,0.32,-0.14,0.22,-0.07,0.33,0.14,-0.15,-0.15,0.28,0.3,0.2,-0.16,0.13,-0.05,0.11,0.41,0.03
HNRNPF,0.05,0.06,0.17,-0.01,0.19,0.27,0.24,-0.03,0.13,0.06,0.22,-0.14,0.22,-0.2,0.25,0.17,0.28,0.27,0.2,0.07
HNRNPH1,0.36,0.14,0.35,0.32,0.05,0.19,0.26,0.19,-0.12,0.32,0.19,0.48,0.19,0.01,-0.17,0.18,0.14,0.15,0.32,0
HNRNPH2,0.44,0.13,0.64,0.49,0.13,0.48,0.53,0.35,0.19,0.32,0.51,0.37,0,0.49,0.18,0.31,0.47,0.56,0.3,0.33
HNRNPH3,0.23,0.19,0.3,0.23,-0.08,0.13,0.12,0.29,-0.22,0.11,0.02,0.68,-0.13,0.06,-0.31,0.19,0.02,0.25,0.03,-0.15
HNRNPK,-0.17,0.06,-0.1,0.01,-0.28,-0.02,-0.06,-0.02,-0.28,0.12,-0.07,0.14,-0.11,-0.11,-0.34,0.11,-0.24,-0.1,0.1,-0.02
HNRNPL,-0.08,-0.16,0.18,0.13,-0.18,0.15,0.03,0.05,-0.17,-0.07,-0.1,0.24,-0.02,0,-0.19,0.21,-0.08,0.17,0.01,0.07
HNRNPLL,0.12,-0.32,0.24,0.05,0.14,-0.03,0.11,0.15,-0.14,0.23,0.01,0,0.15,0.02,-0.12,0.02,0.17,0.24,0.14,0.05
HNRNPM,0.06,-0.03,0.26,0.18,-0.05,0.13,0.05,-0.14,-0.1,0.12,-0.08,0.08,-0.12,0.19,-0.2,0.05,-0.07,0.09,0.15,0.15
HNRNPR,0.21,-0.06,0.03,0.3,-0.12,0.23,0.28,0.06,0.06,0.19,0.08,0.47,0.09,0.17,-0.01,0.1,0.17,0.22,0.33,0.17
HNRNPU,-0.15,-0.21,-0.19,0.21,-0.2,-0.1,-0.15,-0.1,-0.16,-0.21,-0.37,0.26,-0.03,-0.07,-0.4,0.13,-0.29,-0.17,-0.09,0.06
HNRNPUL1,0.13,-0.1,0.33,0.34,0.04,0.09,0.44,0.04,0.09,0.11,0.05,0.17,0.05,0.16,-0.3,0.26,-0.03,0.16,0.25,0.22
HNRNPUL2,0.02,0.03,0.02,0.29,-0.06,0.12,0.34,0.01,0.01,0.11,0.09,0.11,-0.05,-0.08,-0.07,0.13,0.18,0.26,0.14,-0.03
HOGA1,NA,NA,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOMER1,0.43,0.67,-0.37,-0.03,0.7,0.19,0.02,-0.04,0.16,0.12,0.76,-0.48,-0.84,-0.32,0.85,-0.24,-0.26,0.06,-0.16,-0.17
HOMER2,-0.27,0.03,0.03,0.11,-0.26,-0.29,0.96,-0.59,-0.57,-0.44,0.02,-0.93,0.07,-0.13,-0.47,-0.39,-0.07,-0.07,-0.34,-0.49
HOMER3,0.13,0.5,0.38,-0.03,0.48,0.2,0.08,0.06,0.16,0.58,0.31,-0.15,-0.06,0.28,0.04,0.45,-0.04,0.17,0.28,0.25
HOMEZ,-0.36,0.39,0.3,-0.13,-0.08,-0.32,0.29,0.33,-0.26,NA,0.05,0.44,0.34,0.07,-0.01,0.27,-0.05,0.02,0.22,-0.2
HOOK1,-0.2,-0.88,-0.37,-0.27,-0.66,0.46,-0.19,-0.75,0.61,-0.54,0.54,-1.03,-0.16,-0.46,0.66,-0.1,0.44,0.2,-0.6,-0.86
HOOK2,-0.15,-0.37,-0.03,-0.09,-0.51,-0.09,-0.17,-0.45,-0.08,-0.39,-0.15,-0.36,-0.17,-0.19,-0.12,-0.32,0.05,-0.13,-0.35,-0.34
HOOK3,0.22,0.15,-0.02,0.19,0.31,-0.12,0.04,0.16,0.05,0.15,0.05,0.4,-0.1,0.05,0.08,-0.12,0.03,0.2,0.01,0.34
HOPX,-0.69,-1.54,-0.83,-0.65,1.16,-0.21,-0.81,0.63,0.15,0.93,0.43,0.11,-0.21,-0.17,0.65,-0.05,1.01,-0.17,-0.47,0.6
HOXA10,1.03,0.3,1.32,0.45,-0.05,0.37,0.84,1.08,0.16,0.63,-0.09,0.47,0.52,0.97,-0.43,0.47,0.51,0.74,0.63,0.43
HOXA11,0.82,0.42,0.8,0.84,0.13,-0.01,1.47,1.01,0.68,0.47,0.04,0.47,0.18,0.77,0.12,0.78,0.41,0.82,1.05,0.65
HOXA5,NA,NA,NA,NA,NA,-0.53,-0.35,NA,-0.52,NA,-0.52,1.43,-0.27,NA,NA,NA,NA,NA,NA,NA
HOXB4,-0.32,-0.61,0.6,-0.38,-0.27,-0.76,-0.04,-0.22,-0.62,0.15,-0.7,-1.67,0.31,0.15,-0.18,-0.2,-0.71,-1.29,-0.08,-0.75
HOXB5,-0.06,-0.23,0.4,0.57,0.35,0.82,0.17,0.5,0.68,1.34,0.73,0.79,0.28,0.41,0.2,0.47,0.31,0.7,0.31,-0.69
HOXB6,0.31,-0.63,0.37,0.28,-0.36,0.6,0.08,-0.24,0.18,0,0.12,-1.08,0.85,0.02,0.61,0.35,0.25,0.2,0.18,-0.43
HOXB7,0.22,-0.8,0.73,NA,-1.75,-1.79,NA,0.12,NA,-0.01,NA,-2.55,0.24,0.21,-2.48,-0.17,-1.73,NA,0.07,0.16
HOXB8,0.14,-1.22,1.18,NA,NA,0.17,NA,NA,-0.74,-0.58,NA,-0.43,1.08,-0.67,0.08,0.24,NA,NA,0.13,-0.77
HOXC10,NA,NA,NA,NA,-0.88,NA,NA,-0.19,NA,-0.7,NA,0.1,NA,NA,0,NA,NA,NA,NA,NA
HOXD10,0.73,0.96,NA,0.98,-0.02,-0.66,-0.33,NA,-0.35,0.96,-0.49,1.47,0.2,0.55,-0.43,0,0.16,0.36,-0.03,0.81
HOXD8,NA,NA,-0.93,NA,-0.34,NA,NA,0.62,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,-0.1,NA
HOXD9,-0.24,-1.18,-0.05,1.04,NA,-0.55,-0.14,-0.49,-0.76,NA,-0.83,1.19,0.32,0.72,-1.56,-0.38,-0.55,0.06,NA,0.81
