,blcdb9-I,263d3f-I,c4155b-C
NRP2,-1.72,0.43,0.2
NSA2,0.79,0.02,-0.03
NSD1,-2.05,-0.76,-1.5
NSD2,-0.29,0.23,0.06
NSD3,-0.44,0.04,-0.18
NSDHL,-0.36,-0.46,-0.39
NSF,-0.01,-0.31,-0.11
NSFL1C,-0.71,-0.08,0.13
NSL1,-0.71,0.19,-0.03
NSMAF,0.07,0.02,0.36
NSMCE1,-0.72,-0.44,-0.56
NSMCE2,-0.64,0.01,-0.25
NSMCE3,-0.32,-0.03,0.02
NSMCE4A,NA,NA,NA
NSRP1,-1.08,0.1,-0.56
NSUN2,0,-0.53,-0.62
NSUN3,-1.47,-0.2,-0.76
NSUN4,-1.58,-0.63,-0.83
NSUN5,0.11,-0.02,-0.06
NSUN6,0.82,0.49,0.41
NT5C,1.11,0.31,0.72
NT5C2,-0.2,-0.45,-0.51
NT5C3A,0.51,-0.16,0.06
NT5C3B,0.25,0.52,0.36
NT5DC1,0.9,-0.26,-0.17
NT5DC2,-0.64,-0.35,-0.02
NT5DC3,1.31,0.25,0.11
NT5E,1.18,1.63,1.72
NTAN1,0.37,0.57,0.79
NTHL1,1.54,0.69,0.57
NTM,1.73,1.56,1.56
NTMT1,1.23,0.13,0.36
NTN1,-1.92,-0.13,-0.3
NTN4,-0.7,1.09,0.75
NTPCR,0.71,-0.12,-0.55
NTRK2,NA,NA,NA
NUAK1,NA,NA,NA
NUB1,-0.43,-0.03,-0.07
NUBP1,1.14,0,0.21
NUBP2,1.33,0.19,-0.12
NUBPL,-0.26,0.24,0.36
NUCB1,-0.51,-0.57,-0.4
NUCB2,0.31,-0.49,-0.57
NUCKS1,-2.29,-1.07,-0.79
NUDC,-0.48,-0.4,-0.49
NUDCD1,-0.22,-0.38,-0.29
NUDCD2,0.23,0.23,0.37
NUDCD3,-0.67,-0.66,-0.6
NUDT1,-0.72,-0.93,-0.55
NUDT10,NA,NA,NA
NUDT12,0.38,-0.1,-0.24
NUDT14,1.8,0.6,0.43
NUDT15,-0.53,-0.15,-0.05
NUDT16,1.72,0.73,0.82
NUDT16L1,0.49,0.06,-0.23
NUDT18,1.11,0.5,0.27
NUDT19,1.08,-0.03,0.21
NUDT2,1.09,0.12,-0.29
NUDT21,0.21,-0.32,-0.25
NUDT22,NA,NA,NA
NUDT3,0.05,-0.31,-0.2
NUDT4,0.42,0.22,0.06
NUDT5,1.22,0.09,0.27
NUDT6,-3.44,-1.17,-1.1
NUDT7,NA,NA,NA
NUDT8,0.71,0.3,0.62
NUDT9,0.23,0.08,-0.03
NUF2,NA,NA,NA
NUFIP1,NA,NA,NA
NUFIP2,-0.26,-0.2,-0.5
NUMA1,-0.33,0.29,-0.57
NUMB,-0.56,-0.28,-0.54
NUMBL,0.49,0.36,0.65
NUP107,-0.12,-0.37,-0.47
NUP133,-0.17,-0.21,-0.35
NUP153,-0.87,-0.21,-0.56
NUP155,0.49,0.14,0.01
NUP160,0.13,-0.1,-0.25
NUP188,-0.41,-0.24,-0.5
NUP205,-0.35,-0.38,-0.57
NUP210,-0.35,-0.43,-0.75
NUP214,-0.28,-0.05,-0.17
NUP35,-0.05,0.2,-0.09
NUP37,-0.16,-0.29,-0.55
NUP43,-0.1,0.01,0.19
NUP50,-0.45,-0.29,-0.42
NUP54,-0.33,-0.03,-0.18
NUP58,-0.22,-0.04,-0.09
NUP62,0.06,-0.49,-0.77
NUP85,0.42,-0.02,0
NUP88,-0.5,-0.12,-0.4
NUP93,-0.4,-0.2,-0.62
NUP98,-0.14,-0.05,-0.39
NUPL2,-1.41,-0.12,-0.34
NUPR1,-2.36,0.07,0.1
NUS1,NA,NA,NA
NUSAP1,NA,NA,NA
NUTF2,1.05,0.09,0.52
NVL,-0.3,-0.27,-0.38
NXF1,0.55,-0.17,-0.18
NXN,0.43,0.12,0.41
NXT1,0.98,0.15,0.6
NXT2,1.3,0.48,1
NYNRIN,-1,-0.04,-0.05
OAF,1.9,1.27,1.95
OARD1,-0.52,0.53,0.28
OAS1,-0.35,-0.75,-0.76
OAS2,-0.3,-0.74,-0.88
OAS3,-0.4,-0.38,-0.8
OASL,1.19,0.15,0.56
OAT,-0.23,-0.61,-0.53
OBP2B,-0.83,-0.26,-0.1
OBSCN,NA,NA,NA
OBSL1,0.17,0.47,0.07
OCIAD1,0.65,-0.06,0.08
OCIAD2,-0.2,-0.74,-0.92
OCLN,0.39,0.14,0.35
OCRL,0.04,0.13,-0.09
ODC1,NA,NA,NA
ODF2,-0.45,0.36,0.18
ODF2L,NA,NA,NA
ODF3B,NA,NA,NA
OFD1,-1.34,-0.48,-0.56
OGDH,0.55,0.21,0.59
OGFOD1,-0.73,-0.41,-0.35
OGFOD2,-2.13,-0.8,-0.83
OGFOD3,1.13,0.34,0.55
OGFR,-0.99,-0.55,-0.73
OGFRL1,-0.77,0.08,0.08
OGN,1.84,2.59,2.8
OGT,0.45,-0.06,0.04
OIP5,-3.28,0.05,-0.25
OLA1,0.37,-0.34,0.15
OLAH,NA,NA,NA
OLFM1,1.1,1.45,1.67
OLFM4,2.47,1.11,1.04
OLFML1,0.29,1.72,2.56
OLFML2A,NA,NA,NA
OLFML2B,-1.79,-0.57,-0.57
OLFML3,0.46,1.15,1.54
OMA1,-1.87,-0.69,-0.56
OMD,-1.39,-0.46,-0.14
OPA1,0.57,-0.13,0.05
OPA3,-0.39,-0.1,0.22
OPHN1,0.2,0.5,0.78
OPLAH,0.9,0.22,0.63
OPTN,-1,0.02,0.26
OR4A16,NA,NA,NA
ORAOV1,NA,NA,NA
ORC1,-2.03,-0.38,-0.82
ORC2,0.1,-0.14,-0.23
ORC3,0.06,-0.31,-0.3
ORC4,1.3,0.24,0.22
ORC5,0.44,-0.28,-0.25
ORC6,NA,NA,NA
ORM1,2.28,1.38,2.63
ORM2,1.44,1.84,2.51
ORMDL3,NA,NA,NA
OS9,0.28,-0.08,-0.12
OSBP,-0.51,-0.28,-0.49
OSBP2,0.44,0.59,1.36
OSBPL10,-0.85,-0.75,-0.75
OSBPL11,-1.05,-0.38,-0.29
OSBPL1A,-0.53,-0.19,-0.03
OSBPL2,0.01,-0.27,-0.41
OSBPL3,0.44,0.23,0.32
OSBPL5,-0.27,0.34,0.25
OSBPL6,0.95,1.1,0.41
OSBPL7,2,0.66,1.17
OSBPL8,-0.22,-0.15,-0.24
OSBPL9,-0.36,0.04,0.03
OSCAR,1.11,1.06,1.39
OSCP1,2.4,0.65,0.27
OSGEP,1.06,0,0.15
OSGEPL1,1.5,-0.2,0.31
OSMR,0.91,0.66,0.75
OSTC,0.01,-0.8,-0.44
OSTF1,0.36,0.21,0.29
OSTM1,NA,NA,NA
OTC,NA,NA,NA
OTUB1,-0.2,-0.39,-0.37
OTUB2,0.89,-0.11,-0.67
OTUD1,-0.33,-0.06,-0.09
OTUD3,-1.33,-0.56,-0.68
OTUD4,-0.83,-0.15,-0.24
OTUD5,-1.93,-0.11,0.59
OTUD6B,-0.47,-0.22,0.24
OTUD7A,NA,NA,NA
OTUD7B,1.03,0.44,0.55
OTULIN,-0.51,-0.43,-0.16
OTX1,NA,NA,NA
OVCA2,0.59,0.01,0.23
OVOL2,-1.84,-0.94,-0.87
OXA1L,-2.12,-1.03,-1.04
OXCT1,0.33,0.3,0.78
OXLD1,1.5,0.27,1.29
OXNAD1,-1.26,0.39,0.49
OXR1,-0.11,-0.26,-0.05
OXSM,0.76,0.33,0.61
OXSR1,0.71,0.04,0.46
P2RX4,-0.38,-0.07,-0.69
P2RX7,NA,NA,NA
P2RY13,NA,NA,NA
P3H1,-1.04,-0.6,-0.66
P3H2,NA,NA,NA
P3H3,-1.02,-0.42,-0.5
P3H4,-1.02,-0.55,-0.69
P4HA1,-0.89,-0.84,-0.72
P4HA2,-0.49,-0.69,-0.46
P4HA3,-1.61,-0.5,-1.2
P4HB,-1.12,-1.11,-1.18
P4HTM,0.8,-0.08,-1.02
PA2G4,-0.61,0.1,-0.05
PAAF1,-0.43,-0.1,-0.24
PABPC1,0.24,-0.29,-0.19
PABPC3,0.35,0.16,0.32
PABPC4,-0.98,-0.28,-0.7
PABPN1,NA,NA,NA
PACS1,0.1,0.04,-0.01
PACS2,0.85,0.83,0.88
PACSIN1,-2.94,-0.97,-0.9
PACSIN2,-0.47,-0.07,-0.08
PACSIN3,0.49,0.23,0.2
PADI2,-0.84,-0.4,-0.26
PADI3,NA,NA,NA
PADI4,-0.46,-0.28,-0.23
PAEP,NA,NA,NA
PAF1,-0.75,-0.49,-0.8
PAFAH1B1,-0.22,0.34,0.7
PAFAH1B2,0.11,-0.2,-0.08
PAFAH1B3,0.2,0.17,-0.22
PAFAH2,0.78,-0.53,0.25
PAG1,-0.09,-0.31,0.14
PAGE2B,-0.81,-1.53,-0.64
PAGE5,-1.3,-1.11,-0.69
PAGR1,2.07,0.57,0.89
PAICS,0.59,-0.28,0
PAIP1,-0.91,-1.01,-0.72
PAIP2,-0.69,-0.97,-0.75
PAK1,-0.49,-0.57,-0.66
PAK1IP1,0,-0.16,0.19
PAK2,-0.08,-0.12,0.03
PAK4,-0.97,-0.18,-0.66
PALD1,-0.78,0.18,0
PALLD,-0.71,-0.41,-0.17
PALM,-0.18,1.29,2.2
PALM2-AKAP2,0.89,0.87,1.03
PALM3,NA,NA,NA
PALMD,2.22,1.03,1.46
PAM,2.3,1.06,1.21
PAMR1,1.15,1.25,1.87
PAN2,-0.94,0.31,-0.08
PAN3,-1.09,0.21,-0.67
PANK1,NA,NA,NA
PANK2,0.96,-0.08,0.35
PANK3,1.65,0.41,0.63
PANK4,0.55,0.19,0.51
PANX1,NA,NA,NA
PAOX,NA,NA,NA
PAPD4,0.14,0.2,-0.23
PAPD5,0.45,-0.05,0.14
PAPLN,0.15,1.39,1.44
PAPOLA,0.03,-0.37,-0.43
PAPOLG,NA,NA,NA
PAPPA,-0.66,1.26,0.52
PAPSS1,-0.47,-0.32,-0.64
PAPSS2,-0.61,-0.92,-0.71
PAQR7,NA,NA,NA
PARD3,-0.37,0.15,0.13
PARD3B,-0.4,0.67,0.58
PARD6B,0.26,0.59,0.1
PARD6G,-0.9,0.31,0.19
PARK7,-0.64,0.06,0.1
PARL,NA,NA,NA
PARN,-0.63,-0.3,-0.68
PARP1,-0.3,-0.68,-0.79
PARP10,-0.22,-0.08,-0.08
PARP12,-0.82,-0.07,-0.18
PARP14,-0.12,-0.28,-0.32
PARP16,NA,NA,NA
PARP2,-1.25,-0.19,0.12
PARP3,1.89,3.67,1.39
PARP4,-0.15,-0.02,-0.04
PARP9,-0.13,-0.29,-0.5
PARS2,0.78,-0.04,0.34
PARVA,0.82,1.02,1.5
PARVB,0.95,0.45,0.63
PARVG,0.22,-0.38,-0.27
PASK,-0.45,0.35,0.06
PATJ,0.98,0.38,0.26
PATL1,-0.59,-0.22,-0.4
PATZ1,-0.47,0.1,-0.48
PAWR,-0.72,0.25,-0.17
PAX7,2.14,1.85,3.21
PAX9,NA,NA,NA
PAXBP1,-0.85,-0.24,-0.41
PAXIP1,0.3,0.12,0.17
PAXX,0.68,-0.34,-0.12
PBDC1,-0.02,0.21,-0.22
PBK,-1.08,-0.41,-0.35
PBLD,2.37,0.78,0.81
PBRM1,-0.54,-0.07,-0.46
PBX1,1.17,0.77,0.27
PBX2,1.37,1.48,1.03
PBX3,NA,NA,NA
PBXIP1,-0.56,-0.26,0.05
PC,1.33,0.17,1.07
PCBD1,4.23,0.79,1.43
PCBD2,2.61,1.01,1.58
PCBP1,0.85,0.06,0.16
PCBP2,0.61,0.07,-0.16
PCBP3,2.27,0.72,1.35
PCBP4,0.25,0.35,0.77
PCCA,0.71,0.69,1.13
PCCB,0.32,0.52,0.87
PCDH1,0.62,0.23,0.83
PCDH12,-0.26,0.32,0.92
PCDH7,-0.76,0.03,0.49
PCDHB2,NA,NA,NA
PCDHB3,NA,NA,NA
PCDHGC3,-2,0.6,1.06
PCF11,-0.23,-0.1,-0.26
PCGF1,-0.79,-0.56,-0.65
PCGF2,-0.87,0.26,-0.38
PCGF3,NA,NA,NA
PCGF5,-0.23,0.53,0.79
PCGF6,3.52,2.78,3.35
PCID2,0.17,-0.14,-0.22
PCIF1,0.32,0.18,0.38
PCK1,2.75,1.66,2.83
PCK2,1.26,-0.09,0.05
PCLAF,-2.75,-1.56,-2.1
PCM1,-1.01,-0.23,-0.59
PCMT1,0.88,0.15,0.53
PCMTD1,-0.51,0.2,0.01
PCMTD2,-0.24,0.03,-0.49
PCNA,-0.58,-0.56,-0.72
PCNP,-2.32,-0.29,-0.51
PCNT,-0.66,-0.2,-0.3
PCNX3,NA,NA,NA
PCOLCE,0.76,0.52,1.2
PCOLCE2,0.42,1.34,1.62
PCP2,2.06,0.99,0.84
PCP4,0.33,0.16,0.5
PCP4L1,NA,NA,NA
PCSK1,-1.88,-0.95,-0.98
PCSK1N,3.28,1.19,2.07
PCSK6,-1.58,-0.42,-0.38
PCSK9,NA,NA,NA
PCTP,-1.66,-0.04,-0.1
PCYOX1,2.46,0.95,1.42
PCYOX1L,0.83,0.27,0
PCYT1A,-0.37,-0.07,-0.39
PCYT2,0.4,-0.04,0.3
PDAP1,-1.35,-0.26,-0.88
PDCD10,0.31,-0.28,-0.49
PDCD11,-0.3,-0.02,-0.11
PDCD2,0.14,-0.16,-0.02
PDCD2L,0.66,0.08,0.38
PDCD4,-0.07,-0.18,-0.35
PDCD5,0.38,-0.04,0.01
PDCD6,0.05,-0.12,-0.24
PDCD6IP,-0.05,-0.23,-0.05
PDCD7,-1.59,-0.47,-0.2
PDCL,-0.6,-0.14,-0.6
PDCL3,-0.77,-0.6,-0.6
PDE12,0.29,0.13,0.2
PDE1B,2.09,1.79,1.14
PDE1C,NA,NA,NA
PDE2A,2.04,1.76,1.84
PDE3A,-1.17,-0.12,-0.2
PDE4A,NA,NA,NA
PDE4B,NA,NA,NA
PDE4D,-1.73,-0.81,-0.53
PDE4DIP,0.28,0.15,-0.09
PDE5A,-0.41,0.33,0.38
PDE6D,0.88,0.19,0.03
PDE7A,1.19,0.69,0.61
PDE8A,NA,NA,NA
PDF,1.1,0.85,0.93
PDGFC,NA,NA,NA
PDGFD,NA,NA,NA
PDGFRA,-2.09,0.23,0.32
PDGFRB,-0.51,0.35,0.46
PDGFRL,0.92,0.77,1.15
PDHA1,0.96,0.17,0.66
PDHB,0.94,0.24,0.69
PDHX,0.35,-0.14,0.23
PDIA2,NA,NA,NA
PDIA3,-0.19,-0.57,-0.44
PDIA4,-1.35,-1.07,-0.95
PDIA5,-0.44,-0.2,-0.14
PDIA6,0.52,-0.38,-0.11
PDK1,1.3,0.15,0.72
PDK2,1.42,0.15,0.85
PDK3,0.93,0.1,0.29
PDK4,2.58,1.61,1.51
PDLIM1,-0.32,0.25,0.33
PDLIM2,-0.81,0.21,0
PDLIM3,-0.18,0,-0.15
PDLIM4,-0.52,0.34,0.39
PDLIM5,-0.59,-0.34,-0.6
PDLIM7,-0.25,0.11,0.55
PDP1,0.83,0.48,0.68
PDP2,NA,NA,NA
PDPK1,0.3,0.64,0.05
PDPR,0.41,0.23,0.26
PDRG1,-0.49,0.28,0.08
PDS5A,-0.57,-0.36,-0.56
PDS5B,-0.76,-0.1,-0.4
PDSS1,NA,NA,NA
PDSS2,0.57,-0.21,0.07
PDXDC1,0.05,-0.3,-0.51
PDXK,0.32,-0.3,0.2
PDXP,1.88,0.21,0.79
PDZD11,1.17,0.18,0.3
PDZD2,-1.76,0.25,0.01
PDZD8,-3.15,-0.56,-0.01
PDZK1,1.43,-0.95,-0.56
PDZK1IP1,-2.4,-0.13,-0.17
PDZRN3,0.53,0.93,0.74
PEA15,0.37,0.51,0.47
PEAK1,0.1,0.49,0.6
PEBP1,1.17,0.63,0.41
PEBP4,2.26,1.64,2.77
PECAM1,-0.44,0.38,0.72
PECR,1.12,0.87,1.72
PEF1,0.82,-0.17,0.02
PEG10,-1.02,-0.25,-0.31
PEG3,-1.73,-1.14,-0.69
PELI1,NA,NA,NA
PELO,0.2,-0.11,-0.06
PELP1,-0.62,-0.53,-0.49
PEMT,NA,NA,NA
PEPD,0.53,-0.11,0.28
PER1,1.45,0.36,0.46
PER2,2.95,1.96,2.47
PES1,-0.88,-0.36,-0.38
PET117,0,-0.11,0.01
PEX1,-0.21,-0.13,-0.35
PEX10,NA,NA,NA
PEX11A,-2.28,-1.02,-1.12
PEX11B,-0.76,-0.45,-0.15
PEX12,NA,NA,NA
PEX13,-2.07,-0.5,-0.5
PEX14,0,-0.18,-0.02
PEX16,-0.23,-0.08,0.19
PEX19,-1.73,-0.41,-0.82
PEX26,NA,NA,NA
PEX3,0.05,-0.08,0.06
PEX5,0.96,0.46,0.63
PEX5L,NA,NA,NA
PEX6,0.07,0.11,-0.09
PEX7,1.31,0.54,1.11
PF4,4.08,2.62,3.84
PFAS,-0.01,0.32,0.32
PFDN1,-0.03,0.22,0.28
PFDN2,-1.25,-0.18,-0.09
PFDN4,1.01,0.1,0.44
PFDN5,0.52,-0.06,0.18
PFDN6,-0.95,-0.65,-0.37
PFKFB1,NA,NA,NA
PFKFB2,0.02,-0.25,0.09
PFKFB3,0.24,0.46,0.6
PFKFB4,-0.07,-0.21,-0.34
PFKL,-0.01,-0.5,-0.18
PFKM,0.37,0.53,0.62
PFKP,-0.34,-0.17,0.17
PFN1,-0.3,-0.4,-0.36
PFN2,0.33,-0.23,-0.31
PGAM1,0.93,-0.1,0.08
PGAM2,0.38,0.08,0.27
PGAM5,-0.03,-0.37,-0.49
PGBD2,NA,NA,NA
PGD,0.86,0.05,0.37
PGGHG,-0.66,0.41,-0.14
PGGT1B,0.09,-0.23,-0.48
PGK1,0.56,-0.05,0.21
PGK2,-0.25,-0.03,-0.36
PGLS,1.33,0.36,0.48
PGLYRP1,-0.28,-0.99,-0.15
PGLYRP2,1.91,1.36,2.16
PGM1,0.71,-0.23,0.53
PGM2,0.16,-0.03,-0.06
PGM2L1,1.15,-0.17,0.44
PGM3,-0.62,-0.44,-0.27
PGM5,1.18,1.45,2.1
PGP,1.18,0.26,0.46
PGPEP1,2.16,0.67,0.85
PGR,0.31,-0.03,-0.36
PGRMC1,-1.73,-1.21,-1.17
PGRMC2,-0.31,-0.16,-0.15
PGS1,0.66,0.4,0.47
PHACTR2,-1.37,-0.22,-0.19
PHACTR4,-0.36,0.18,-0.07
PHAX,-1.14,-0.2,-0.34
PHB,0.63,-0.35,-0.17
PHB2,0.64,-0.12,0.11
PHC1,-2.67,0.51,-0.5
PHC2,-0.41,-0.01,-0.03
PHC3,-1.34,0.27,-0.48
PHF1,0.88,0.38,0.06
PHF10,-0.27,0.2,-0.43
PHF11,1.82,0.46,1.17
PHF12,-0.17,0.5,0.34
PHF13,NA,NA,NA
PHF14,-1,-0.19,-0.52
PHF2,-0.32,0.24,-0.02
PHF20,NA,NA,NA
PHF20L1,-1.96,-0.41,-0.62
PHF21A,-0.92,0,-0.29
PHF21B,NA,NA,NA
PHF23,-1.35,-0.37,-0.79
PHF3,-0.89,-0.15,-0.41
PHF5A,-0.93,-0.27,-0.44
PHF6,-1.82,-0.36,-1.07
PHF8,-0.02,0.06,0.1
PHGDH,0.55,-0.13,0.85
PHIP,-0.36,-0.15,-0.08
PHKA1,-0.18,0.03,0.02
PHKA2,0.95,0.16,0.48
PHKB,-0.6,-0.27,-0.18
PHKG1,NA,NA,NA
PHKG2,1.21,0.08,0.65
PHLDA1,0.33,0.35,0.28
PHLDA2,1.65,-0.06,-0.03
PHLDA3,-0.31,0.39,0.76
PHLDB1,0.57,0.69,0.73
PHLDB2,-0.24,0.59,0.67
PHLDB3,0.52,0.25,-0.2
PHLPP1,-0.53,0.12,0.04
PHLPP2,1.65,1.34,1.32
PHPT1,0.84,0.05,0.44
PHRF1,-0.14,0.49,0.31
PHYH,-0.16,-0.19,0.46
PHYHD1,1.41,0.58,0.85
PHYKPL,1.57,0.85,1.42
PI15,NA,NA,NA
PI16,0.2,1.08,2.33
PI3,1.97,1.59,2.18
PI4K2A,0.75,0.64,0.61
PI4K2B,1.39,-0.15,0.35
PI4KA,-0.79,-0.07,-0.14
PI4KB,0.6,-0.16,0.32
PIAS1,1.35,0.3,0.58
PIAS2,NA,NA,NA
PIAS3,0.35,0.17,0.27
PIAS4,0.21,0.47,0.31
PIBF1,0.23,0.35,0.74
PICALM,-0.78,-0.19,-0.18
PICK1,-0.66,-0.6,-0.49
PID1,1.94,1.5,1.85
PIEZO1,-0.13,-0.09,0.37
PIEZO2,NA,NA,NA
PIGA,NA,NA,NA
PIGG,2.01,0.32,1.25
PIGH,-1.69,-0.64,-0.45
PIGK,-0.22,-0.05,0.21
PIGN,0.97,0.36,0.7
PIGO,-1.4,-0.68,-0.74
PIGQ,-1.46,0.04,-0.47
PIGR,2.03,3.45,1.82
PIGS,0.15,0.13,-0.28
PIGT,0.17,0,-0.06
PIGU,NA,NA,NA
PIGX,NA,NA,NA
PIH1D1,1.13,0.33,-0.14
PIK3AP1,0.67,0.03,0.03
PIK3C2A,-0.24,0.26,0.13
PIK3C2B,1.58,0.49,0.83
PIK3C3,0.31,0.06,0.18
PIK3CA,1.25,0.86,0.94
PIK3CB,0.48,-0.04,0.15
PIK3CD,-0.92,-0.25,-0.32
PIK3CG,0.54,0.41,0.63
PIK3IP1,2.17,2.23,2.07
PIK3R1,-0.11,0.3,0.27
PIK3R2,0.02,-0.1,-0.28
PIK3R3,-1.1,0.13,-0.41
PIK3R4,0.09,-0.01,0.05
PIK3R5,-1.41,0.39,-1.83
PIK3R6,NA,NA,NA
PIKFYVE,-0.25,0.42,0.38
PILRA,NA,NA,NA
PIMREG,NA,NA,NA
PIN1,1.58,0.38,0.74
PIN4,0.64,-0.05,0.3
PIP,3.78,3.45,1.46
PIP4K2A,-1.93,-0.36,-0.24
PIP4K2B,0.27,-0.21,-0.12
PIP4K2C,-0.83,0.1,-0.81
PIP5K1A,-0.91,0.05,0.03
PIP5K1C,-0.33,-0.01,0.04
PIR,-0.05,0.46,0.47
PISD,0.58,0.02,0.2
PITHD1,1.03,0.26,0.79
PITPNA,0.13,0.03,0.2
PITPNB,-0.3,0.04,0.19
PITPNC1,-2.35,-0.38,-0.56
PITPNM1,0.45,0.21,0.5
PITPNM3,NA,NA,NA
PITRM1,-0.4,-0.49,-0.48
PITX1,-2.51,-0.33,-1.12
PJA1,NA,NA,NA
PJA2,-1.69,-0.23,-1.22
PKD2,NA,NA,NA
PKIB,0.66,-0.02,-0.07
PKIG,0.92,0.93,0.3
PKLR,2.91,1.28,2.42
PKM,0.57,-0.39,-0.3
PKMYT1,NA,NA,NA
PKN1,0.2,0.21,0.01
PKN2,1.18,0.28,0.14
PKNOX1,0.61,0.49,-0.06
PKP1,-0.1,0.1,-0.13
PKP2,-0.35,0.42,-0.25
PKP3,-0.27,0.26,-0.51
PKP4,-0.41,0.67,0.05
PLA1A,NA,NA,NA
PLA2G12A,-1.62,-1.05,-0.71
PLA2G15,0.73,0.45,0.15
PLA2G16,-1.05,-0.28,0.45
PLA2G2A,-2.09,-0.73,0.83
PLA2G4A,-0.1,-0.27,0.02
PLA2G4C,NA,NA,NA
PLA2G4F,NA,NA,NA
PLA2G6,NA,NA,NA
PLA2G7,-0.68,1.43,2.14
PLAA,0.04,-0.24,-0.18
PLAC9,0.77,1.1,1.15
PLAT,0.65,1.15,0.68
PLAU,-0.61,-0.74,-0.46
PLAUR,-0.38,-0.02,-0.43
PLBD1,-0.79,-0.3,-0.71
PLBD2,-0.11,0.31,-0.17
PLCB1,0.68,0.46,0.75
PLCB2,-0.82,-0.04,-0.09
PLCB3,0.38,-0.01,0.02
PLCB4,-0.45,0.38,0.24
PLCD1,1.44,0.95,1.47
PLCD3,0.87,0.34,0.86
PLCD4,0.95,0.85,0.63
PLCE1,NA,NA,NA
PLCG1,0.42,-0.06,0.22
PLCG2,-0.01,0.15,0.18
PLCH1,1.29,0.34,0.77
PLCH2,-0.74,1.49,1.31
PLCL1,1.16,0.22,0.62
PLCL2,2.28,0.19,0.92
PLCXD3,NA,NA,NA
PLD1,NA,NA,NA
PLD2,0.99,0.77,1.51
PLD3,0,-0.27,-0.27
PLD4,2.24,1.25,1.37
PLEC,-0.37,0.05,0.05
PLEK,1.13,0.15,0.52
PLEK2,1.02,0.24,0.56
PLEKHA1,-0.24,0.15,-0.17
PLEKHA2,-0.24,0.35,0.58
PLEKHA3,-0.13,0.17,-0.04
PLEKHA4,-0.61,0.62,0.44
PLEKHA5,0.48,0.61,0.53
PLEKHA6,-0.46,-0.01,-0.28
PLEKHA7,-0.44,0.11,-0.17
PLEKHA8,-0.64,0.2,0.38
PLEKHB1,-1.41,-0.41,-0.5
PLEKHB2,1.36,0.56,0.5
PLEKHD1,NA,NA,NA
PLEKHF1,0.35,0.14,0.1
PLEKHF2,-0.09,0.52,-0.18
PLEKHG1,0.61,0.61,0.62
PLEKHG2,0.07,0.3,0.59
PLEKHG3,-0.56,0.44,0.28
PLEKHG4,NA,NA,NA
PLEKHG4B,NA,NA,NA
PLEKHG5,-3.04,-1.28,-1.17
PLEKHH2,NA,NA,NA
PLEKHH3,NA,NA,NA
PLEKHJ1,NA,NA,NA
PLEKHM1,1.55,0.22,0.91
PLEKHM2,-0.59,-0.07,-0.25
PLEKHO1,1.25,0.62,0.52
PLEKHO2,0.35,0.06,-0.07
PLEKHS1,-0.31,-0.04,-0.07
PLG,1.38,0.98,2.07
PLGRKT,0.45,0,0.01
PLIN1,2.55,2.16,2.98
PLIN2,-0.39,-0.4,-0.68
PLIN3,0.4,-0.1,-0.41
PLIN4,1.6,1.58,3.33
PLIN5,0.32,0.54,0.61
PLK1,0.25,-0.13,-0.03
PLOD1,-0.35,-0.51,-0.48
PLOD2,-0.51,-0.59,-0.16
PLOD3,0.31,-0.14,0.18
PLPBP,0.71,0.3,0.25
PLPP3,1.12,0.75,1.05
PLPP6,-3.13,-0.7,-0.51
PLRG1,-0.95,-0.08,-0.4
PLS1,0.29,-0.07,-0.21
PLS3,-0.25,-0.28,0
PLSCR1,-2.15,-0.2,-0.94
PLSCR3,-1.16,0.82,0.34
PLTP,1.22,0.92,1.21
PLVAP,-0.45,0.45,1.29
PLXDC1,-0.85,0.59,0.94
PLXDC2,0.41,0.71,0.93
PLXNA1,1.23,0.7,1
PLXNA2,NA,NA,NA
PLXNA3,NA,NA,NA
PLXNB1,-1,0.06,0.29
PLXNB2,0.49,0.34,0.42
PLXNB3,NA,-2.79,-2.42
PLXNC1,0.22,0.55,0.81
PLXND1,-0.46,0.29,0.65
PM20D2,-0.94,-0.01,-0.07
PMF1,0.6,0.28,0.26
PML,-0.78,-0.21,-0.4
PMM1,0.84,0.14,0.58
PMM2,-0.13,-0.34,-0.42
PMP2,-1.85,-1.13,1.18
PMPCA,0.29,-0.41,-0.16
PMPCB,-0.24,-0.27,0.01
PMS1,0.94,0.18,0.51
PMVK,0.26,-0.03,-0.18
PNISR,-1.03,-0.47,-1.03
PNKD,-1.06,-0.46,0.06
PNKP,0.2,0.38,-0.09
PNMA1,1.83,0.94,1.22
PNMA2,NA,NA,NA
PNMA5,NA,NA,NA
PNMA8A,NA,NA,NA
PNMA8B,NA,NA,NA
PNMT,-0.85,-1.29,-0.94
PNN,-2.57,-1.06,-1.29
PNO1,-1.13,-0.38,-0.41
PNP,1.41,-0.22,0.95
PNPLA2,1.63,0.67,1.12
PNPLA4,1.86,0.72,1.06
PNPLA6,-0.19,0.01,0
PNPLA7,NA,NA,NA
PNPLA8,0.87,0.35,0.53
PNPO,1.45,0.21,0.51
PNPT1,0.42,-0.09,-0.09
POC1A,NA,NA,NA
POC1B,1.14,0,0.69
POC5,1.15,0.55,1.05
PODN,0.57,1.31,0.97
PODNL1,NA,NA,NA
PODXL,-1.61,0.54,-0.03
