"","","","AP-SS2L","AP-94ED","AP-9D3B","AP-UG7J","AP-5MX6","AP-7KJ6","AP-KGMR","AP-RBLG","AP-YF3B","AP-QAHT","AP-HFEA","AP-G79N","AP-U8MP","AP-MAZ4","AP-ZLDH","AP-2XNK","AP-VLXG","AP-MJ52","AP-JKPX","AP-WTXJ","AP-HMFR","AP-SJVE","AP-AGZG","AP-5JDU","AP-FX68","AP-LWHD","AP-RA2G","AP-CT3G","AP-52RG","AP-B2SL","AP-EZEX","AP-TBFQ","AP-352Q","AP-DN2V","AP-YTZ8","AP-5L2V","AP-9UHJ","AP-E98M","AP-KX5B","AP-V6UJ","AP-KXUT","AP-DM87","AP-WDKZ","AP-N8FG","AP-AJWE","AP-DT88","AP-6EWG","AP-8MWD","AP-W455","AP-D9X4","AP-4HAU","AP-9PXS","AP-A5NG","AP-D35H","AP-HKYN","AP-XSR5","AP-AAFC","AP-JDN4","AP-XVLY","AP-NMZS","AP-EFHT","AP-4M7L","AP-8PRJ","AP-4LRG","AP-3336","AP-K24D","AP-27JZ","AP-XCJX","AP-QUHC","AP-QD4Q","AP-62LT","AP-E7CU","AP-HML4","AP-DMUM","AP-RQNH","AP-EPNF","AP-B9CH","AP-67ZV","AP-JK59","AP-9LNA","AP-F595","AP-JBET","AP-3FY5","AP-MGNN","AP-WPAM","AP-2E8Q","AP-7GDN"
"NP_001284603.1:s588","RPRD2 s588","RPRD2","NaN","NaN","NaN","NaN","NaN","NaN","-1.54","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.91","NaN","NaN","0.3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.04","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.12","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.55","NaN","-1.02","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.31","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.05"
"NP_001284603.1:t697","RPRD2 t697","RPRD2","NaN","NaN","NaN","NaN","NaN","-0.97","NaN","NaN","NaN","-1.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.02","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.93","0.66","NaN","NaN","NaN","NaN","NaN","NaN","-0.53","0.14","-0.31","NaN","0.39","NaN","NaN","NaN","NaN","NaN","-0.12","NaN","NaN","NaN","NaN","NaN","0.4","0.06","NaN","NaN","NaN","NaN","NaN","0.04","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.08","-0.56","0.06","NaN","NaN","NaN","-1.23","NaN","NaN","NaN"
"NP_001284636.1:s1313","CAMSAP2 s1313","CAMSAP2","NaN","NaN","0.7","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.43","NaN","NaN","-0.24","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.12","NaN","NaN","-0.29","0.03","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.01","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.22","0.88","-0.36","NaN","NaN","NaN","NaN"
"NP_001287789.1:s71s73","DDX46 s71s73","DDX46","-0.31","NaN","NaN","NaN","-0.72","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.54","NaN","NaN","-0.29","NaN","-0.65","NaN","NaN","-0.54","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.64","NaN","NaN","NaN","-0.61","NaN","NaN","NaN","NaN","-0.6","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"NP_001287875.1:s100","GATAD2A s100","GATAD2A","NaN","NaN","NaN","NaN","NaN","NaN","1.42","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.31","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.04","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.49","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.09","NaN","0.37","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.66","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.32"
"NP_001287875.1:t49","GATAD2A t49","GATAD2A","1.27","NaN","NaN","NaN","1.4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.24","NaN","NaN","0.15","NaN","-0.03","NaN","NaN","-0.06","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.34","NaN","NaN","NaN","0.75","NaN","NaN","NaN","NaN","0.73","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"NP_001287954.2:s1005","TJP1 s1005","TJP1","0.14","-1.11","NaN","-0.92","-0.12","0.17","-2.81","NaN","NaN","-1.04","-0.51","0.67","NaN","-0.18","-0.66","0.93","-0.07","-0.88","0.35","1.32","0.02","NaN","0.41","-0.12","NaN","NaN","NaN","0.59","-0.39","0.1","NaN","NaN","NaN","-0.31","0.05","0.63","-1.3","-0.09","-0.51","-1.16","0.14","NaN","NaN","-0.69","-2.1","NaN","0.47","NaN","NaN","NaN","NaN","NaN","1.46","0.99","NaN","0.11","0.33","NaN","-1.5","0.11","NaN","NaN","NaN","0.6","-0.02","-0.94","NaN","NaN","0.67","0","-0.74","NaN","0.07","NaN","-0.56","NaN","NaN","0.59","-0.26","0.82","NaN","NaN","NaN","-2.49","-0.08","NaN","1.38"
"NP_001287954.2:s1371","TJP1 s1371","TJP1","NaN","NaN","NaN","-0.26","NaN","-0.21","-2.3","NaN","NaN","-0.47","0.12","NaN","NaN","NaN","NaN","0.22","NaN","NaN","-0.67","NaN","NaN","NaN","NaN","0.13","NaN","NaN","NaN","1.2","NaN","-1.5","NaN","NaN","NaN","NaN","NaN","-0.32","-1","-0.08","NaN","-0.55","0.16","NaN","NaN","-0.97","-2.4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.48","-0.28","NaN","-1.42","-0.64","NaN","NaN","NaN","1.35","-0.22","NaN","NaN","NaN","-0.71","NaN","0.21","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.45","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.14"
"NP_001289958.1:s110","PKP3 s110","PKP3","NaN","NaN","-0.11","NaN","NaN","-1.45","-2.83","NaN","NaN","-1.71","NaN","NaN","NaN","NaN","NaN","-3.02","NaN","NaN","1.77","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.47","NaN","-0.63","NaN","NaN","NaN","NaN","NaN","NaN","-1.47","-1.79","NaN","-1.63","-1.12","NaN","NaN","NaN","NaN","3.02","NaN","NaN","-2.64","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0","-0.14","0.39","-1.99","-1.4","-0.86","NaN","NaN","NaN","NaN","NaN","NaN","2.67","NaN","-3.21","-1.45","NaN","NaN","NaN","NaN","NaN","NaN","-1.16","NaN","-0.05","-1.34","1.71","NaN","NaN","NaN","0.81"
"NP_001290185.1:s615","MORC2 s615","MORC2","0.2","-0.49","NaN","NaN","-0.16","-1.04","NaN","NaN","NaN","-0.28","NaN","-0.74","NaN","-0.94","-0.54","NaN","-0.82","-0.72","NaN","-0.23","NaN","NaN","-0.11","NaN","NaN","NaN","NaN","NaN","NaN","-0.66","NaN","NaN","NaN","0.3","-0.58","NaN","-0.92","-0.5","NaN","NaN","-0.98","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.09","NaN","NaN","NaN","NaN","NaN","-0.74","NaN","NaN","-0.81","-0.59","NaN","NaN","-0.71","NaN","0.38","NaN","NaN","NaN","-0.3","NaN","NaN","NaN","NaN","NaN","0.21","NaN","NaN"
"NP_001290377.1:s429","SRRM1 s429","SRRM1","0.87","0.78","-0.01","-1.29","-0.1","-0.88","1.69","NaN","0.51","-1.05","-0.24","-0.62","-0.88","1.71","-0.73","-0.89","1.32","-0.8","-0.79","0.08","-0.23","-0.63","0.26","-0.37","0.58","-0.83","0.9","-0.53","-1.23","0.74","NaN","NaN","NaN","0.79","-0.53","0.32","0.8","-0.93","-0.54","0.03","-0.19","-0.07","-1.6","-1.45","-0.55","-0.43","-1.06","0.33","-0.71","-0.18","0.51","-0.13","-0.33","-1.31","0.08","0.54","-0.34","-0.24","-0.22","-0.33","-0.3","0.07","NaN","-0.5","-1.29","-0.53","1.07","-1.49","-0.81","-1","-0.92","0.29","-0.51","NaN","-0.38","-0.08","0.2","-0.5","0.71","-1.92","-0.97","-0.99","-0.98","1.55","0.86","NaN","-0.5"
"NP_001290377.1:s550","SRRM1 s550","SRRM1","NaN","NaN","0","-0.45","NaN","-0.84","NaN","NaN","NaN","-0.45","-0.09","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.13","NaN","NaN","0.04","NaN","NaN","NaN","NaN","-0.4","0.52","NaN","NaN","NaN","NaN","NaN","0.2","-0.63","-0.14","-0.17","NaN","0.96","NaN","NaN","-1.52","-2.4","0.08","-1.33","NaN","-0.61","NaN","NaN","NaN","0.72","-0.22","NaN","1.07","NaN","-0.12","NaN","0.3","0.12","0.08","NaN","-0.24","-0.68","NaN","NaN","NaN","-0.3","NaN","NaN","0.33","NaN","NaN","NaN","NaN","NaN","-0.78","0.45","0.12","-0.46","-0.22","-0.35","-0.71","NaN","NaN","NaN"
"NP_001290377.1:s609","SRRM1 s609","SRRM1","0.6","NaN","0.29","NaN","0.85","NaN","NaN","NaN","0.26","NaN","NaN","NaN","NaN","NaN","-0.76","NaN","NaN","-0.94","NaN","0.14","NaN","NaN","-0.5","NaN","NaN","-0.33","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.15","NaN","NaN","NaN","-0.2","NaN","-0.09","-0.59","NaN","0.67","0.16","NaN","NaN","NaN","NaN","NaN","-0.27","NaN","NaN","-0.5","0.01","NaN","NaN","NaN","-0.69","0.39","NaN","NaN","-1.18","NaN","-0.26","NaN","NaN","0.03","-0.58","NaN","NaN","NaN","NaN","-0.48","-0.65","-0.17","NaN","NaN","NaN","NaN"
"NP_001290377.1:s628","SRRM1 s628","SRRM1","NaN","0.15","NaN","-0.82","NaN","-1.04","1.17","0.37","NaN","-0.24","-0.1","-0.64","NaN","0.33","NaN","0.1","0.46","NaN","0.39","NaN","0.2","NaN","NaN","-0.25","NaN","NaN","NaN","0.08","-0.09","0.21","-0.87","0.17","1.15","0.85","0.03","0.45","0.21","-0.61","0.25","0.23","-0.06","NaN","NaN","-1.49","-1.96","NaN","-0.71","NaN","NaN","NaN","NaN","NaN","0.2","-0.43","NaN","0.9","0.04","NaN","-0.5","0.46","NaN","NaN","-1.09","-0.28","-0.45","NaN","NaN","NaN","-0.16","NaN","-0.4","NaN","-0.21","-1.08","NaN","NaN","NaN","-0.61","0.58","-0.44","NaN","NaN","NaN","0.66","0.08","-0.04","0.57"
"NP_001290377.1:s665","SRRM1 s665","SRRM1","NaN","0.2","-0.28","NaN","NaN","-1.25","0.03","NaN","NaN","-0.13","NaN","-0.52","NaN","0.36","NaN","-0.29","0.52","NaN","-0.32","NaN","-0.01","NaN","NaN","NaN","NaN","NaN","NaN","-0.94","-0.44","0.08","NaN","NaN","NaN","0.76","0.4","NaN","0.07","-0.67","0.1","-1.35","-0.34","NaN","NaN","NaN","NaN","-0.14","-0.75","NaN","-0.97","NaN","NaN","NaN","0.84","-0.69","NaN","NaN","-0.11","-1","-1.18","0.74","-0.3","0.01","NaN","NaN","NaN","NaN","NaN","NaN","-0.3","NaN","-1.3","0.86","-0.46","NaN","NaN","NaN","NaN","-0.42","0.82","-0.48","-0.57","-0.68","-0.43","0.85","-1.32","NaN","0.36"
"NP_001290377.1:s687","SRRM1 s687","SRRM1","0.94","NaN","0.35","-0.16","0.39","-0.82","NaN","-0.22","NaN","-0.61","0.53","NaN","NaN","NaN","-1.22","NaN","NaN","-0.86","NaN","-0.06","NaN","NaN","-0.25","0.39","NaN","NaN","NaN","NaN","NaN","0.22","-1.04","-0.16","1.02","NaN","NaN","0.88","0.01","-0.62","NaN","NaN","-0.59","NaN","NaN","-0.59","-1.06","-0.5","NaN","NaN","-0.96","NaN","NaN","NaN","NaN","NaN","NaN","1.29","NaN","-0.82","NaN","0.6","-0.49","0.15","-1.12","-0.1","-0.29","-0.63","NaN","NaN","-0.24","-1.19","NaN","-0.21","NaN","-0.91","0.4","NaN","NaN","NaN","-0.2","NaN","-0.92","-0.93","-0.5","NaN","NaN","0.29","NaN"
"NP_001290377.1:s708","SRRM1 s708","SRRM1","NaN","NaN","NaN","NaN","NaN","-0.59","NaN","NaN","NaN","-0.02","NaN","NaN","-0.62","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.73","NaN","NaN","-0.2","NaN","-0.84","NaN","NaN","0.22","NaN","NaN","NaN","NaN","NaN","NaN","0.11","-0.18","NaN","NaN","1","NaN","-1.11","NaN","NaN","NaN","NaN","NaN","NaN","-0.51","NaN","NaN","NaN","NaN","-0.34","NaN","NaN","NaN","NaN","0.53","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.34","-0.32","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.51","NaN","-0.59","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"NP_001290377.1:s750","SRRM1 s750","SRRM1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.11","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.05","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.17","NaN","-0.62","0.13","0.75","NaN","NaN","NaN","NaN","NaN","0.24","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.28","NaN","NaN","NaN","NaN","NaN","0.28","-0.34","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-1.18","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.73","NaN","NaN","NaN","-0.42","NaN","-0.68","NaN","NaN","NaN","0.17","NaN","0","NaN"
"NP_001290377.1:s886","SRRM1 s886","SRRM1","0.83","NaN","0.52","-0.23","0.32","NaN","-0.43","-0.34","NaN","NaN","-0.27","NaN","NaN","NaN","-0.79","-0.03","NaN","-0.6","-0.24","0.71","NaN","NaN","-0.04","-0.27","NaN","NaN","NaN","-0.51","NaN","NaN","-0.99","0.22","1.25","NaN","NaN","-0.05","NaN","NaN","NaN","-0.39","NaN","NaN","NaN","-0.06","-1.84","-0.14","NaN","NaN","-0.55","NaN","NaN","NaN","NaN","NaN","NaN","0.26","0.3","-0.51","-0.89","NaN","0.01","-0.19","-1.03","-0.36","-0.54","-0.14","NaN","NaN","NaN","-0.75","-0.88","0.05","NaN","-0.88","0.62","NaN","NaN","NaN","NaN","NaN","-0.24","-0.84","-0.13","NaN","NaN","0.74","0.63"
"NP_001290377.1:t220","SRRM1 t220","SRRM1","0.88","0.07","0.4","-0.34","0.55","-0.56","-0.14","0.08","0.15","-0.65","-0.19","-0.94","0.12","0.12","-0.81","-0.08","-0.17","-0.74","-0.55","0.34","-0.06","-1.06","-0.42","-0.11","0.29","0.01","-0.08","-0.59","-0.47","0.75","-0.76","0","0.95","0.3","-0.2","0.35","-0.13","-0.69","-0.1","-0.29","0.48","0.69","-1.23","-0.83","-1.25","-0.19","-0.29","0.08","-0.57","-0.55","0.83","0.02","0.34","-0.48","0.03","0.64","0.08","-0.14","-0.84","0.48","-0.02","0.11","-1.12","-0.05","-0.69","-0.68","0.27","-1.06","-0.41","-0.58","-0.97","0.25","-0.19","-0.89","0.39","-0.21","0","-0.49","0.34","-0.21","-0.73","-0.67","0.07","0.35","-0.43","0.45","0.26"
"NP_001290377.1:y608","SRRM1 y608","SRRM1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.84","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.17","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1.01","NaN","NaN","NaN","NaN","NaN","0.14","NaN","NaN","0.94","0.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.78","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.04","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"NP_001291672.1:s372","SLK s372","SLK","NaN","NaN","0.4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.41","NaN","NaN","-0.71","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.46","NaN","NaN","-0.07","-0.03","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.85","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.18","1.01","-0.34","NaN","NaN","NaN","NaN"
"NP_001291744.1:s768","CIC s768","CIC","NaN","-0.53","NaN","-0.26","NaN","0.1","-1.72","NaN","NaN","-0.89","-0.36","-0.29","NaN","-0.38","NaN","-0.1","-1.09","NaN","-0.34","NaN","-0.12","NaN","NaN","0.31","NaN","NaN","NaN","0.81","-0.08","-0.23","NaN","NaN","NaN","0.51","-0.3","0.28","-0.38","-0.11","0.2","-0.64","-0.07","NaN","NaN","-0.42","-1.44","NaN","0.39","NaN","NaN","NaN","NaN","NaN","0.21","0.41","NaN","0.63","0.4","NaN","-0.84","0.37","NaN","NaN","NaN","0.08","-0.13","NaN","NaN","NaN","0.51","NaN","0.2","NaN","0.28","NaN","NaN","NaN","NaN","-0.25","0.23","0.11","NaN","NaN","NaN","-0.41","-0.34","NaN","0.26"
"NP_001291744.1:s809","CIC s809","CIC","NaN","NaN","0.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.57","NaN","NaN","-0.31","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.01","NaN","NaN","-0.66","-0.27","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.11","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.01","-0.16","0.18","NaN","NaN","NaN","NaN"
"NP_001293106.1:s334","ARHGEF6 s334","ARHGEF6","0.53","-0.33","0.33","-0.14","-0.01","-0.13","0.38","-0.37","0.13","-0.92","0.48","-0.3","-0.33","0.39","0.01","-0.2","-0.07","-0.58","0.3","0.57","-0.37","-0.74","0.21","0.03","-0.07","0.07","-1.6","0.05","-0.25","0.11","-1.06","0.25","-1.16","0.03","-0.25","-0.18","0.37","-0.57","0.42","0.29","0.06","0.05","-2.36","0.35","-0.72","0.15","-0.08","-0.43","-0.03","0.07","-0.15","-0.88","0.26","0.22","-0.38","-0.42","0.55","0.03","0.11","0.06","0.64","0.18","-1.18","0.37","-0.12","0.05","0.18","-0.31","-0.14","0.05","-0.04","0.25","0.06","0.07","0.11","-0.78","0.2","-0.8","0.39","-0.12","-0.41","0.21","-0.11","0.46","-0.19","0.32","0.21"
"NP_001293106.1:s486","ARHGEF6 s486","ARHGEF6","-0.16","-1.1","0.26","0.79","0.07","0.02","-1.76","-1.28","NaN","-0.14","0.67","-0.18","0.41","-1.18","-0.63","-0.79","-1.43","-0.57","-0.11","0.42","-0.05","-0.43","-0.39","-0.31","-0.97","NaN","-1.67","-0.75","0.87","-2.34","-2.18","0.44","-1.31","0.47","0.47","-0.85","-0.87","-0.39","1.33","0.14","0.91","NaN","-1.02","0.31","-2.04","0.14","0.67","NaN","0.11","-0.32","NaN","NaN","0.74","0.61","0.78","-2.05","0.44","0.8","-2.08","1.04","0.59","0","-0.16","0.49","-0.22","0.26","NaN","0.14","-0.56","0.49","-0.21","0.44","0.1","-0.82","0.3","NaN","-0.37","-1.15","-0.41","0.37","-0.59","0.24","-0.45","-0.66","-3.02","-0.22","0.06"
"NP_001293106.1:s530","ARHGEF6 s530","ARHGEF6","-0.74","-0.84","NaN","0.84","-0.37","0.32","-0.57","-1.13","NaN","-0.24","0.72","0.66","NaN","-1.56","-0.46","-1","-1.79","-0.58","0.61","0.52","0.09","NaN","-0.49","-1.15","NaN","NaN","NaN","0.11","0.75","-1.32","-1.66","0.31","-1.2","0.45","0.44","-0.76","-0.77","-0.29","1.14","0.88","0.71","NaN","NaN","0.57","-2.02","NaN","0.83","NaN","NaN","NaN","NaN","NaN","0.13","0.65","NaN","-1.69","0.78","NaN","-0.77","0.75","NaN","NaN","-0.66","0.66","-0.18","0.7","NaN","NaN","-0.66","0.93","-0.02","NaN","0.21","-0.75","0.73","NaN","NaN","-1.03","-0.19","0.44","NaN","NaN","NaN","-0.86","-2.5","-0.15","-0.09"
"NP_001294951.1:s1111","TNS1 s1111","TNS1","-0.34","NaN","1.04","NaN","-0.46","-0.27","NaN","NaN","NaN","-0.77","NaN","NaN","NaN","NaN","-0.85","NaN","NaN","-0.32","NaN","1.01","NaN","NaN","0.23","NaN","NaN","NaN","NaN","NaN","NaN","-2.53","NaN","NaN","NaN","NaN","NaN","NaN","-1.63","-0.95","NaN","NaN","-0.81","NaN","NaN","NaN","NaN","-0.21","NaN","NaN","0.65","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.51","NaN","0.21","0.09","0.63","NaN","NaN","NaN","-0.12","NaN","NaN","-1.22","0.33","NaN","0.38","NaN","NaN","-1.28","NaN","NaN","NaN","-1.46","NaN","-0.26","0.73","0.15","NaN","NaN","NaN","NaN"
"NP_001294951.1:s1164","TNS1 s1164","TNS1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.69","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.75","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.71","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.66","NaN","NaN","NaN","NaN","NaN","1.44","1.73","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.01","NaN","1.07","NaN","NaN","NaN","0.68","NaN","NaN","NaN"
"NP_001294951.1:s1256","TNS1 s1256","TNS1","1","NaN","1.45","NaN","0.71","NaN","0.42","NaN","NaN","NaN","NaN","NaN","0.14","NaN","-0.21","0.98","NaN","0.24","0.89","0.96","-0.06","-0.86","0.56","NaN","-0.54","NaN","-0.9","0.67","0.7","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.05","0.24","NaN","NaN","0.41","NaN","NaN","0.25","0.19","NaN","0.47","-0.01","NaN","NaN","0.59","-0.09","-0.17","NaN","1.25","0.64","-0.17","NaN","1.02","0.45","NaN","NaN","NaN","0.28","NaN","-0.53","NaN","0.37","1","0.64","NaN","NaN","-0.04","NaN","0.16","-0.76","NaN","0.59","0.14","0.98","0.25","-2.41","NaN","NaN","1.81"
"NP_001294951.1:t1092","TNS1 t1092","TNS1","NaN","-2.28","-0.24","0.47","NaN","-0.11","-1.33","NaN","-0.17","-0.9","0.34","0.66","NaN","-1.6","NaN","0.17","-1.28","NaN","-1.12","NaN","0.38","NaN","NaN","-0.7","NaN","0.94","NaN","0.33","1.17","-2.18","NaN","NaN","NaN","-0.05","0.43","0.05","-1.6","0.77","0.35","-1.04","0.78","0.1","NaN","-1.14","-1.41","0.55","0.07","-0.85","1.24","NaN","0.42","-0.27","-0.07","0.76","NaN","-0.19","0.93","0.39","-0.47","1.21","-1.77","0.34","NaN","-0.06","1","NaN","-0.8","NaN","-1.08","NaN","-0.44","0.99","1","NaN","NaN","0.8","NaN","-0.66","-0.36","0.61","0.07","-0.65","0.34","-1.31","-0.44","NaN","0.33"
"NP_001295045.1:s842","PHC3 s842","PHC3","NaN","NaN","NaN","NaN","NaN","-0.95","NaN","NaN","NaN","NaN","NaN","NaN","0.97","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.4","NaN","NaN","-0.11","NaN","0.02","NaN","NaN","-0.41","NaN","NaN","NaN","NaN","NaN","NaN","-0.08","0.06","NaN","NaN","1.15","NaN","-1.58","NaN","NaN","NaN","NaN","NaN","NaN","0.32","NaN","NaN","NaN","NaN","0.38","NaN","NaN","NaN","NaN","1.53","NaN","NaN","NaN","NaN","NaN","NaN","NaN","-0.48","0.51","NaN","NaN","NaN","NaN","NaN","NaN","NaN","0.59","NaN","0.33","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"NP_001295045.1:t609","PHC3 t609","PHC3","NaN","-0.26","NaN","-0.05","NaN","NaN","-0.3","NaN","-0.91","NaN","0.77","-0.58","NaN","0.26","NaN","0.34","0","NaN","-0.07","NaN","0.39","NaN","NaN","-0.86","NaN","-0.59","NaN","0.08","0.79","NaN","NaN","NaN","NaN","0.82","-0.22","0.05","NaN","NaN","0.53","-0.08","NaN","-1.39","NaN","-0.3","-1.09","NaN","0.21","-1.19","NaN","NaN","-0.17","-0.71","0.62","0.68","NaN","0.4","0.12","NaN","-0.06","NaN","NaN","NaN","NaN","0.22","-0.27","NaN","-0.63","NaN","NaN","NaN","-0.43","NaN","0.45","NaN","NaN","-1.1","NaN","-1.22","NaN","0.55","NaN","NaN","NaN","0.86","-0.05","NaN","0.01"
